"TYPE_CODE","DATEON","END_VALUE","DELTA","UPDOWN_PER","VOLUME","COMP_BUY","FOR_BUY","FOR_CONT","FOR_PER"
"233740","2020.09.29",12620.0,275.0,2.23,22810700,1706450.0,171058.0,889206.0,1.05
"233740","2020.09.28",12345.0,920.0,8.05,23812900,2960200.0,93161.0,718148.0,0.92
"233740","2020.09.25",11425.0,-20.0,-0.17,40922800,138946.0,347328.0,624987.0,0.81
"233740","2020.09.24",11445.0,-1245.0,-9.81,45379900,-7596630.0,-433566.0,277659.0,0.39
"233740","2020.09.23",12690.0,45.0,0.36,42306500,70327.0,-82823.0,711225.0,1.01
"233740","2020.09.22",12645.0,-875.0,-6.47,40325400,-4513610.0,-100536.0,794048.0,1.12
"233740","2020.09.21",13520.0,-785.0,-5.49,29529000,-3459800.0,-747547.0,894584.0,1.27
"233740","2020.09.18",14305.0,355.0,2.54,18543400,945583.0,181701.0,1642130.0,2.34
"233740","2020.09.17",13950.0,-460.0,-3.19,24311400,-1252760.0,-845051.0,1460430.0,2.06
"233740","2020.09.16",14410.0,-90.0,-0.62,20485800,-529432.0,82455.0,2305480.0,3.2
"233740","2020.09.15",14500.0,350.0,2.47,17248100,1590320.0,505272.0,2223030.0,3.11
"233740","2020.09.14",14150.0,195.0,1.4,13276800,921876.0,427520.0,1717750.0,2.4
"233740","2020.09.11",13955.0,5.0,0.04,16950900,-355425.0,304350.0,1290230.0,1.81
"233740","2020.09.10",13950.0,270.0,1.97,11168000,166097.0,664721.0,985884.0,1.39
"233740","2020.09.09",13680.0,-470.0,-3.32,16134100,-1579340.0,-298795.0,321163.0,0.44
"233740","2020.09.08",14150.0,150.0,1.07,23211600,-276324.0,-299058.0,619958.0,0.87
"233740","2020.09.07",14000.0,335.0,2.45,19765000,1833560.0,338893.0,919016.0,1.26
"233740","2020.09.04",13665.0,-460.0,-3.26,24445500,-1623380.0,-77606.0,580123.0,0.78
"233740","2020.09.03",14125.0,135.0,0.96,13489000,-406272.0,186103.0,659834.0,0.87
"233740","2020.09.02",13990.0,590.0,4.4,19861500,3098540.0,-83229.0,473731.0,0.62
"233740","2020.09.01",13400.0,70.0,0.53,14529800,1162960.0,-29449.0,556960.0,0.71
"233740","2020.08.31",13330.0,180.0,1.37,18728300,929021.0,2352.0,586409.0,0.76
"233740","2020.08.28",13150.0,220.0,1.7,34334000,1348070.0,34509.0,584057.0,0.75
"233740","2020.08.27",12930.0,-125.0,-0.96,25089300,334629.0,15756.0,549548.0,0.69
"233740","2020.08.26",13055.0,5.0,0.04,28188100,636421.0,45842.0,533792.0,0.66
"233740","2020.08.25",13050.0,515.0,4.11,24119000,1249380.0,14772.0,487950.0,0.6
"233740","2020.08.24",12535.0,760.0,6.45,24875600,2117990.0,26069.0,473178.0,0.6
"233740","2020.08.21",11775.0,75.0,0.64,37831300,1165080.0,60239.0,447109.0,0.56
"233740","2020.08.20",11700.0,-865.0,-6.88,37248300,-3486820.0,-95978.0,386870.0,0.51
"233740","2020.08.19",12565.0,520.0,4.32,22995100,1851880.0,152483.0,482848.0,0.65
"233740","2020.08.18",12045.0,-905.0,-6.99,26032500,-2524180.0,25989.0,330365.0,0.43
"233740","2020.08.14",12950.0,-790.0,-5.75,23073900,-4779120.0,-415402.0,304376.0,0.41
"233740","2020.08.13",13740.0,530.0,4.01,28575900,4030640.0,169927.0,719778.0,0.98
"233740","2020.08.12",13210.0,-610.0,-4.41,23745400,-2462610.0,-223792.0,549851.0,0.75
"233740","2020.08.11",13820.0,-105.0,-0.75,12152700,-922531.0,-118520.0,773643.0,1.04
"233740","2020.08.10",13925.0,105.0,0.76,14083900,295360.0,-451033.0,892163.0,1.19
"233740","2020.08.07",13820.0,180.0,1.32,17795000,524239.0,200917.0,1343200.0,1.77
"233740","2020.08.06",13640.0,260.0,1.94,19660600,-684811.0,355378.0,1242280.0,1.61
"233740","2020.08.05",13380.0,610.0,4.78,15559500,1147670.0,-29236.0,886901.0,1.13
"233740","2020.08.04",12770.0,220.0,1.75,11557800,-46344.0,50667.0,916137.0,1.15
"233740","2020.08.03",12550.0,410.0,3.38,14727800,1487820.0,204.0,865470.0,1.09
"233740","2020.07.31",12140.0,60.0,0.5,11481800,1275910.0,73690.0,865266.0,1.1
"233740","2020.07.30",12080.0,-60.0,-0.49,14384300,-773942.0,-69938.0,791576.0,1.0
"233740","2020.07.29",12140.0,-50.0,-0.41,13634700,-823371.0,-44709.0,861514.0,1.08
"233740","2020.07.28",12190.0,345.0,2.91,18014200,980717.0,42350.0,906223.0,1.12
"233740","2020.07.27",11845.0,165.0,1.41,14436900,1170600.0,237931.0,863873.0,1.05
"233740","2020.07.24",11680.0,-210.0,-1.77,20024500,-1586050.0,-264441.0,625942.0,0.76
"233740","2020.07.23",11890.0,335.0,2.9,17107200,2136950.0,-49184.0,890383.0,1.05
"233740","2020.07.22",11555.0,110.0,0.96,14788300,766428.0,93218.0,939567.0,1.1
"233740","2020.07.21",11445.0,285.0,2.55,16181400,457367.0,-7962.0,846349.0,0.99
"233740","2020.07.20",11160.0,-20.0,-0.18,12627100,287413.0,141852.0,854311.0,1.02
"233740","2020.07.17",11180.0,260.0,2.38,14678900,2651370.0,128770.0,712459.0,0.86
"233740","2020.07.16",10920.0,-255.0,-2.28,15793100,-1287410.0,-89202.0,583689.0,0.71
"233740","2020.07.15",11175.0,65.0,0.59,15102000,-201463.0,70159.0,672891.0,0.8
"233740","2020.07.14",11110.0,-120.0,-1.07,17878100,-501248.0,-309207.0,602732.0,0.72
"233740","2020.07.13",11230.0,200.0,1.81,14033400,1159860.0,-289362.0,911939.0,1.07
"233740","2020.07.10",11030.0,35.0,0.32,17604500,713358.0,-123960.0,1201300.0,1.39
"233740","2020.07.09",10995.0,140.0,1.29,18035700,1923820.0,10197.0,1325260.0,1.5
"233740","2020.07.08",10855.0,150.0,1.4,17911900,1193270.0,165729.0,1315060.0,1.45
"233740","2020.07.07",10705.0,30.0,0.28,23119400,1040590.0,127226.0,1149340.0,1.24
"233740","2020.07.06",10675.0,195.0,1.86,19193800,1066690.0,13208.0,1022110.0,1.08
"233740","2020.07.03",10480.0,265.0,2.59,20739800,2457940.0,-162726.0,1008900.0,1.08
"233740","2020.07.02",10215.0,390.0,3.97,19690300,2166900.0,107854.0,1171630.0,1.26
"233740","2020.07.01",9825.0,-345.0,-3.39,17597100,-1582150.0,-441743.0,1063770.0,1.16
"233740","2020.06.30",10170.0,105.0,1.04,23410400,113751.0,568813.0,1505520.0,1.61
"233740","2020.06.29",10065.0,-520.0,-4.91,20375000,-1520390.0,-470618.0,936703.0,1.02
"233740","2020.06.26",10585.0,80.0,0.76,25813400,748155.0,96837.0,1407320.0,1.52
"233740","2020.06.25",10505.0,-265.0,-2.46,24561300,-867826.0,66953.0,1310480.0,1.39
"233740","2020.06.24",10770.0,85.0,0.8,29621900,1453930.0,-313945.0,1243530.0,1.28
"233740","2020.06.23",10685.0,70.0,0.66,36651700,511073.0,-192125.0,1557480.0,1.55
"233740","2020.06.22",10615.0,405.0,3.97,30216200,3529810.0,-272976.0,1749600.0,1.71
"233740","2020.06.19",10210.0,50.0,0.49,26614800,144077.0,349098.0,2022580.0,1.93
"233740","2020.06.18",10160.0,-40.0,-0.39,43499900,2193620.0,-1330000.0,1662280.0,1.57
"233740","2020.06.17",10200.0,-95.0,-0.92,49762700,728927.0,-854245.0,2992280.0,2.89
"233740","2020.06.16",10295.0,1315.0,14.64,46626400,2661210.0,2533970.0,3846530.0,3.76
"233740","2020.06.15",8980.0,-1385.0,-13.36,47945500,-2610120.0,-1335820.0,1312560.0,1.25
"233740","2020.06.12",10365.0,-355.0,-3.31,35752800,-356449.0,309254.0,2648380.0,2.48
"233740","2020.06.11",10720.0,15.0,0.14,36143600,1596060.0,-591747.0,2339130.0,2.18
"233740","2020.06.10",10705.0,215.0,2.05,25344200,2347080.0,-231616.0,2930870.0,2.76
"233740","2020.06.09",10490.0,15.0,0.14,19522700,119344.0,-196217.0,3162490.0,2.89
"233740","2020.06.08",10475.0,95.0,0.92,27849000,489185.0,-410760.0,3358710.0,2.98
"233740","2020.06.05",10380.0,275.0,2.72,23747500,2856520.0,-102827.0,3769470.0,3.25
"233740","2020.06.04",10105.0,95.0,0.95,29591100,1997300.0,-202067.0,3872290.0,3.28
"233740","2020.06.03",10010.0,-80.0,-0.79,37745900,-154429.0,-1514780.0,4074360.0,3.35
"233740","2020.06.02",10090.0,295.0,3.01,38976800,851999.0,-563677.0,5589140.0,4.5
"233740","2020.06.01",9795.0,810.0,9.02,41755800,7429840.0,-43688.0,6152820.0,5.12
"233740","2020.05.29",8985.0,190.0,2.16,31314300,2592980.0,712282.0,6196510.0,5.21
"233740","2020.05.28",8795.0,-440.0,-4.76,41383500,-2801980.0,-293924.0,5484220.0,4.53
"233740","2020.05.27",9235.0,-135.0,-1.44,21313200,-590513.0,-609094.0,5778150.0,4.65
"233740","2020.05.26",9370.0,265.0,2.91,24837600,1390860.0,48836.0,6387240.0,5.21
"233740","2020.05.25",9105.0,270.0,3.06,20628800,2275840.0,776885.0,6338410.0,5.09
"233740","2020.05.22",8835.0,-225.0,-2.48,23552600,-733849.0,240438.0,5561520.0,4.36
"233740","2020.05.21",9060.0,175.0,1.97,22378800,1779180.0,53215.0,5321080.0,4.12
"233740","2020.05.20",8885.0,260.0,3.01,23404000,3808550.0,74800.0,5267870.0,4.06
"233740","2020.05.19",8625.0,145.0,1.71,24976400,2626550.0,-29462.0,5193070.0,4.02
"233740","2020.05.18",8480.0,-155.0,-1.8,23127800,-925224.0,-62224.0,5222530.0,4.0
"233740","2020.05.15",8635.0,35.0,0.41,31827700,906101.0,65058.0,5284750.0,3.95
"233740","2020.05.14",8600.0,-65.0,-0.75,34653400,1181750.0,-505364.0,5219700.0,3.82
"233740","2020.05.13",8665.0,235.0,2.79,31473600,3112060.0,-196187.0,5725060.0,4.09
"233740","2020.05.12",8430.0,-85.0,-1.0,27663000,1499460.0,-1268920.0,5921250.0,4.1
"233740","2020.05.11",8515.0,90.0,1.07,39458300,2821390.0,-255112.0,7190160.0,4.9
"233740","2020.05.08",8425.0,455.0,5.71,31212500,4897220.0,522913.0,7445280.0,4.92
"233740","2020.05.07",7970.0,180.0,2.31,28634600,2274340.0,-46253.0,6922360.0,4.56
"233740","2020.05.06",7790.0,415.0,5.63,22526300,5063250.0,65291.0,6968620.0,4.51
"233740","2020.05.04",7375.0,-125.0,-1.67,19171200,1162630.0,-596433.0,6903320.0,4.54
"233740","2020.04.29",7500.0,-45.0,-0.6,19285800,413487.0,93319.0,7499760.0,4.82
"233740","2020.04.28",7545.0,-70.0,-0.92,29618500,-966378.0,85801.0,7406440.0,4.8
"233740","2020.04.27",7615.0,315.0,4.32,31670700,3792840.0,723187.0,7320640.0,4.64
"233740","2020.04.24",7300.0,-250.0,-3.31,39839700,-841033.0,-512650.0,6597450.0,4.13
"233740","2020.04.23",7550.0,95.0,1.27,32261900,3320260.0,-81185.0,7110100.0,4.42
"233740","2020.04.22",7455.0,170.0,2.33,36449200,2500310.0,-655370.0,7191280.0,4.38
"233740","2020.04.21",7285.0,-150.0,-2.02,69043100,289913.0,-344405.0,7860660.0,4.65
"233740","2020.04.20",7435.0,-55.0,-0.73,30955900,621798.0,265128.0,8205060.0,4.72
"233740","2020.04.17",7490.0,225.0,3.1,37880000,4619350.0,-899903.0,7939930.0,4.42
"233740","2020.04.16",7265.0,345.0,4.99,41589800,5378930.0,158455.0,8839840.0,4.77
"233740","2020.04.14",6920.0,345.0,5.25,37525400,5786300.0,-463259.0,8681380.0,4.6
"233740","2020.04.13",6575.0,-285.0,-4.15,26054300,985674.0,-533791.0,9144640.0,4.7
"233740","2020.04.10",6860.0,-90.0,-1.29,49728000,2225740.0,-1109750.0,9678430.0,4.82
"233740","2020.04.09",6950.0,110.0,1.61,41679500,4196020.0,-158679.0,10788200,5.24
"233740","2020.04.08",6840.0,-95.0,-1.37,54161700,2876590.0,1330460.0,10946900,5.15
"233740","2020.04.07",6935.0,85.0,1.24,76805700,2500380.0,2030380.0,9616400.0,4.43
"233740","2020.04.06",6850.0,525.0,8.3,74190600,5787260.0,1897260.0,7586020.0,3.39
"233740","2020.04.03",6325.0,30.0,0.48,78998100,4526310.0,939753.0,5688770.0,2.44
"233740","2020.04.02",6295.0,370.0,6.24,105069000,-95624.0,759881.0,4749010.0,1.96
"233740","2020.04.01",5925.0,-430.0,-6.77,113239000,383665.0,-2642570.0,3989130.0,1.59
"233740","2020.03.31",6355.0,635.0,11.1,113802000,11860700,371626.0,6631710.0,2.55
"233740","2020.03.30",5720.0,290.0,5.34,90544700,4991340.0,967984.0,6260080.0,2.36
"233740","2020.03.27",5430.0,200.0,3.82,118781000,7854010.0,-3234370.0,5292100.0,2.0
"233740","2020.03.26",5230.0,-25.0,-0.48,129789000,12628100,3229180.0,8526470.0,3.23
"233740","2020.03.25",5255.0,320.0,6.48,138296000,7106640.0,1501090.0,5297280.0,2.01
"233740","2020.03.24",4935.0,805.0,19.49,145199000,12431200,1654960.0,3796190.0,1.45
"233740","2020.03.23",4130.0,-510.0,-10.99,139881000,-3087070.0,-1413260.0,2141240.0,0.94
"233740","2020.03.20",4640.0,660.0,16.58,157676000,5891530.0,3359100.0,3554500.0,1.57
"233740","2020.03.19",3980.0,-880.0,-18.11,176493000,-35876300,-3455500.0,195391.0,0.09
"233740","2020.03.18",4860.0,-710.0,-12.75,96446500,-1881130.0,289864.0,3650890.0,1.65
"233740","2020.03.17",5570.0,390.0,7.53,144277000,-4196050.0,1743140.0,3361030.0,1.66
"233740","2020.03.16",5180.0,-350.0,-6.33,82682400,618164.0,-111063.0,1617880.0,0.87
"233740","2020.03.13",5530.0,-590.0,-9.64,134053000,-18611600,1449910.0,1728950.0,0.98
"233740","2020.03.12",6120.0,-640.0,-9.47,101349000,-14300500,119521.0,279037.0,0.16
"233740","2020.03.11",6760.0,-625.0,-8.46,63115200,-11348700,-1107430.0,159516.0,0.1
"233740","2020.03.10",7385.0,240.0,3.36,54054500,-4172580.0,917913.0,1266950.0,0.76
"233740","2020.03.09",7145.0,-580.0,-7.51,36394400,-6983940.0,-775054.0,349035.0,0.2
"233740","2020.03.06",7725.0,-155.0,-1.97,29232500,-1220370.0,-536335.0,1124090.0,0.65
"233740","2020.03.05",7880.0,195.0,2.54,35482300,6645950.0,355274.0,1660420.0,0.97
"233740","2020.03.04",7685.0,265.0,3.57,39434000,1718230.0,63533.0,1305150.0,0.75
"233740","2020.03.03",7420.0,-95.0,-1.26,43248200,-78443.0,265826.0,1241620.0,0.77
"233740","2020.03.02",7515.0,390.0,5.47,54048100,2325800.0,705240.0,975791.0,0.62
"233740","2020.02.28",7125.0,-555.0,-7.23,57046600,-12043400,-354745.0,270551.0,0.17
"233740","2020.02.27",7680.0,-265.0,-3.34,53818100,-5568670.0,159434.0,625296.0,0.4
"233740","2020.02.26",7945.0,20.0,0.25,54223600,1015880.0,-182010.0,465862.0,0.33
"233740","2020.02.25",7925.0,510.0,6.88,50739600,-395586.0,501004.0,647872.0,0.47
"233740","2020.02.24",7415.0,-655.0,-8.12,43608500,-12886300,-93419.0,146868.0,0.11
"233740","2020.02.21",8070.0,-405.0,-4.78,25319600,-4731240.0,-433376.0,240287.0,0.17
"233740","2020.02.20",8475.0,-105.0,-1.22,30318400,-930190.0,-104860.0,673663.0,0.49
"233740","2020.02.19",8580.0,35.0,0.41,29668000,-831204.0,293161.0,778523.0,0.56
"233740","2020.02.18",8545.0,-275.0,-3.12,17958200,-1257100.0,-205986.0,485362.0,0.35
"233740","2020.02.17",8820.0,80.0,0.92,17869100,1607610.0,58289.0,691348.0,0.49
"233740","2020.02.14",8740.0,-35.0,-0.4,25028900,600381.0,-293435.0,633059.0,0.44
"233740","2020.02.13",8775.0,-20.0,-0.23,23573800,1842410.0,56625.0,926494.0,0.64
"233740","2020.02.12",8795.0,75.0,0.86,20232200,2224880.0,-79205.0,869869.0,0.59
"233740","2020.02.11",8720.0,185.0,2.17,21528600,1112830.0,415189.0,949074.0,0.63
"233740","2020.02.10",8535.0,125.0,1.49,22822100,1539630.0,-359255.0,533885.0,0.35
"233740","2020.02.07",8410.0,-30.0,-0.36,22135900,2426790.0,-7453.0,893140.0,0.59
"233740","2020.02.06",8440.0,365.0,4.52,28441500,4122840.0,385218.0,900593.0,0.58
"233740","2020.02.05",8075.0,-50.0,-0.62,28805600,260751.0,-271084.0,515375.0,0.33
"233740","2020.02.04",8125.0,290.0,3.7,30713900,2532120.0,276190.0,786459.0,0.51
"233740","2020.02.03",7835.0,210.0,2.75,43853600,-63190.0,333265.0,510269.0,0.34
"233740","2020.01.31",7625.0,-250.0,-3.17,34360800,-1829390.0,3047.0,177004.0,0.12
"233740","2020.01.30",7875.0,-345.0,-4.2,24642100,-4423860.0,-604375.0,173957.0,0.12
"233740","2020.01.29",8220.0,170.0,2.11,25483600,2281300.0,412979.0,778332.0,0.53
"233740","2020.01.28",8050.0,-635.0,-7.31,30728900,-5486270.0,48493.0,365353.0,0.25
"233740","2020.01.23",8685.0,-190.0,-2.14,18167200,-135848.0,-317553.0,316860.0,0.22
"233740","2020.01.22",8875.0,375.0,4.41,23735400,1149690.0,309247.0,634413.0,0.43
"233740","2020.01.21",8500.0,-235.0,-2.69,21132600,-997271.0,159843.0,325166.0,0.22
"233740","2020.01.20",8735.0,-160.0,-1.8,20547100,-353170.0,-159237.0,165323.0,0.11
"233740","2020.01.17",8895.0,-15.0,-0.17,21964100,-31847.0,-358110.0,324560.0,0.22
"233740","2020.01.16",8910.0,200.0,2.3,29179700,1369770.0,449156.0,682670.0,0.45
"233740","2020.01.15",8710.0,-60.0,-0.68,18194000,-176567.0,-246103.0,233514.0,0.15
"233740","2020.01.14",8770.0,-50.0,-0.57,32851400,1657720.0,-167789.0,479617.0,0.3
"233740","2020.01.13",8820.0,110.0,1.26,23496300,1553700.0,172140.0,647406.0,0.4
"233740","2020.01.10",8710.0,165.0,1.93,25929900,1532610.0,-136258.0,475266.0,0.3
"233740","2020.01.09",8545.0,665.0,8.44,30136600,5250230.0,424021.0,611524.0,0.39
"233740","2020.01.08",7880.0,-555.0,-6.58,53509400,-6868620.0,-623190.0,187503.0,0.12
"233740","2020.01.07",8435.0,315.0,3.88,28870000,2370500.0,485976.0,810693.0,0.53
"233740","2020.01.06",8120.0,-485.0,-5.64,26035900,-2506930.0,-274983.0,324717.0,0.21
"233740","2020.01.03",8605.0,-255.0,-2.88,31447100,-1176530.0,-463304.0,599700.0,0.38
"233740","2020.01.02",8860.0,-10.0,-0.11,26466200,597672.0,181193.0,1063000.0,0.66
"233740","2019.12.30",8870.0,300.0,3.5,29503900,1909730.0,-201695.0,881811.0,0.56
"233740","2019.12.27",8570.0,270.0,3.25,34559900,1282290.0,324637.0,1083510.0,0.69
"233740","2019.12.26",8300.0,400.0,5.06,26539600,-758190.0,488595.0,758869.0,0.49
"233740","2019.12.24",7900.0,-255.0,-3.13,17922400,-2266110.0,-416186.0,270274.0,0.17
"233740","2019.12.23",8155.0,150.0,1.87,18636400,1304590.0,-122304.0,686460.0,0.45
"233740","2019.12.20",8005.0,85.0,1.07,18920300,571316.0,321356.0,808764.0,0.52
"233740","2019.12.19",7920.0,60.0,0.76,23401400,-77017.0,84515.0,487408.0,0.32
"233740","2019.12.18",7860.0,-90.0,-1.13,13951900,424440.0,-373903.0,402893.0,0.26
"233740","2019.12.17",7950.0,240.0,3.11,17374100,904616.0,397894.0,776796.0,0.51
"233740","2019.12.16",7710.0,-60.0,-0.77,10440500,-286119.0,-144396.0,378902.0,0.25
"233740","2019.12.13",7770.0,140.0,1.83,22485100,-2053550.0,39981.0,523298.0,0.34
"233740","2019.12.12",7630.0,320.0,4.38,20605900,2151160.0,216911.0,483317.0,0.31
"233740","2019.12.11",7310.0,-30.0,-0.41,12920100,-1312280.0,-120097.0,266406.0,0.18
"233740","2019.12.10",7340.0,-55.0,-0.74,13477600,-116287.0,67956.0,386503.0,0.25
"233740","2019.12.09",7395.0,-20.0,-0.27,15882100,87532.0,34464.0,318547.0,0.21
"233740","2019.12.06",7415.0,265.0,3.71,21896200,1634760.0,-8500.0,284083.0,0.19
"233740","2019.12.05",7150.0,-145.0,-1.99,25990000,-3241580.0,81655.0,292583.0,0.2
"233740","2019.12.04",7295.0,-60.0,-0.82,18910200,-682952.0,15338.0,210928.0,0.14
"233740","2019.12.03",7355.0,-220.0,-2.9,20313400,-471740.0,-211651.0,195590.0,0.13
"233740","2019.12.02",7575.0,125.0,1.68,22938600,-969649.0,147862.0,407241.0,0.28
"233740","2019.11.29",7450.0,-215.0,-2.8,24164800,-2558270.0,61321.0,259379.0,0.18
"233740","2019.11.28",7665.0,-295.0,-3.71,17924700,-1661860.0,-180443.0,198058.0,0.14
"233740","2019.11.27",7960.0,-90.0,-1.12,15502100,-361537.0,-35183.0,378501.0,0.26
"233740","2019.11.26",8050.0,70.0,0.88,19436800,1016640.0,-6057.0,413684.0,0.29
"233740","2019.11.25",7980.0,400.0,5.28,23026800,1315250.0,191156.0,419741.0,0.3
"233740","2019.11.22",7580.0,-45.0,-0.59,29055900,-1761560.0,25141.0,228585.0,0.17
"233740","2019.11.21",7625.0,-300.0,-3.79,29503600,-2442630.0,-163007.0,203444.0,0.15
"233740","2019.11.20",7925.0,-435.0,-5.2,19717600,-2562360.0,-88182.0,366451.0,0.27
"233740","2019.11.19",8360.0,-340.0,-3.91,15289500,-2332040.0,-91854.0,454633.0,0.33
"233740","2019.11.18",8700.0,-40.0,-0.46,14557400,-959480.0,-181958.0,546487.0,0.4
"233740","2019.11.15",8740.0,300.0,3.55,19068600,2028640.0,66577.0,728445.0,0.53
"233740","2019.11.14",8440.0,50.0,0.6,14009700,-394112.0,249530.0,661868.0,0.49
"233740","2019.11.13",8390.0,-245.0,-2.84,12645400,-808271.0,-175933.0,412338.0,0.31
"233740","2019.11.12",8635.0,165.0,1.95,14589300,28886.0,8322.0,588271.0,0.44
"233740","2019.11.11",8470.0,-205.0,-2.36,14300000,-872247.0,-116067.0,579949.0,0.44
"233740","2019.11.08",8675.0,-45.0,-0.52,14028700,-1480360.0,37789.0,696016.0,0.54
"233740","2019.11.07",8720.0,-110.0,-1.25,18470900,-1378690.0,433246.0,658227.0,0.51
"233740","2019.11.06",8830.0,-285.0,-3.13,20095300,-2740400.0,-607805.0,224981.0,0.17
"233740","2019.11.05",9115.0,185.0,2.07,22644600,1593360.0,91925.0,832786.0,0.63
"233740","2019.11.04",8930.0,200.0,2.29,20033500,271643.0,-188952.0,740861.0,0.55
"233740","2019.11.01",8730.0,130.0,1.51,19368700,1325780.0,182305.0,929813.0,0.7
"233740","2019.10.31",8600.0,60.0,0.7,24018300,405403.0,-226570.0,705984.0,0.52
"233740","2019.10.30",8540.0,-80.0,-0.93,15614600,469408.0,227131.0,932554.0,0.69
"233740","2019.10.29",8620.0,275.0,3.3,26503400,2847800.0,-24351.0,705423.0,0.53
"233740","2019.10.28",8345.0,-55.0,-0.65,24142100,-2677020.0,9498.0,729774.0,0.54
"233740","2019.10.25",8400.0,-445.0,-5.03,28753900,-3147920.0,-569685.0,720276.0,0.52
"233740","2019.10.24",8845.0,-120.0,-1.34,43038800,-1398390.0,24931.0,1289960.0,0.9
"233740","2019.10.23",8965.0,510.0,6.03,36836500,4588650.0,92950.0,1265030.0,0.86
"233740","2019.10.22",8455.0,385.0,4.77,45567600,7841640.0,-227312.0,1172080.0,0.81
"233740","2019.10.21",8070.0,300.0,3.86,25151500,3648750.0,289537.0,1399390.0,0.97
"233740","2019.10.18",7770.0,-130.0,-1.65,20453200,149173.0,65945.0,1109860.0,0.76
"233740","2019.10.17",7900.0,-185.0,-2.29,21435500,-941968.0,-44540.0,1043910.0,0.69
"233740","2019.10.16",8085.0,155.0,1.95,21702600,1501150.0,-214175.0,1088450.0,0.72
"233740","2019.10.15",7930.0,130.0,1.67,25540500,2947500.0,-72531.0,1302620.0,0.85
"233740","2019.10.14",7800.0,305.0,4.07,28478100,1731280.0,393939.0,1375160.0,0.88
"233740","2019.10.11",7495.0,-65.0,-0.86,21478100,-864674.0,-318813.0,981217.0,0.62
"233740","2019.10.10",7560.0,-70.0,-0.92,24963500,645732.0,-54311.0,1300030.0,0.8
"233740","2019.10.08",7630.0,150.0,2.01,40659800,4897020.0,-104296.0,1354340.0,0.82
"233740","2019.10.07",7480.0,515.0,7.39,37213200,5622860.0,165419.0,1458640.0,0.9
"233740","2019.10.04",6965.0,30.0,0.43,26968200,2159210.0,628116.0,1293220.0,0.78
"233740","2019.10.02",6935.0,-245.0,-3.41,23650600,-1745460.0,25159.0,665102.0,0.4
"233740","2019.10.01",7180.0,415.0,6.13,27326300,3061200.0,931.0,639943.0,0.39
"233740","2019.09.30",6765.0,-55.0,-0.81,24096000,-533281.0,-410080.0,639012.0,0.4
"233740","2019.09.27",6820.0,-70.0,-1.02,18978500,-1861160.0,110415.0,1049090.0,0.66
"233740","2019.09.26",6890.0,195.0,2.91,33769500,-951819.0,88094.0,938677.0,0.61
"233740","2019.09.25",6695.0,-235.0,-3.39,27688300,-1644790.0,164519.0,850583.0,0.55
"233740","2019.09.24",6930.0,-490.0,-6.6,29043000,-3528500.0,-326824.0,686064.0,0.44
"233740","2019.09.23",7420.0,-130.0,-1.72,13941700,356654.0,-278405.0,1012890.0,0.66
"233740","2019.09.20",7550.0,50.0,0.67,19456000,746182.0,379965.0,1291290.0,0.83
"233740","2019.09.19",7500.0,-10.0,-0.13,27007000,-1345150.0,80962.0,911328.0,0.58
"233740","2019.09.18",7510.0,-65.0,-0.86,20586600,203169.0,-432217.0,830366.0,0.51
"233740","2019.09.17",7575.0,95.0,1.27,30107700,2943580.0,309633.0,1262580.0,0.78
"233740","2019.09.16",7480.0,260.0,3.6,28112700,4228710.0,42078.0,952950.0,0.59
"233740","2019.09.11",7220.0,250.0,3.59,25817600,1025840.0,245611.0,910872.0,0.56
"233740","2019.09.10",6970.0,-115.0,-1.62,21829300,-973309.0,-149658.0,665261.0,0.4
"233740","2019.09.09",7085.0,-115.0,-1.6,20375100,611506.0,-17010.0,814919.0,0.5
"233740","2019.09.06",7200.0,-40.0,-0.55,20048300,1081560.0,-522328.0,831929.0,0.5
"233740","2019.09.05",7240.0,90.0,1.26,27998500,428060.0,238812.0,1354260.0,0.82
"233740","2019.09.04",7150.0,230.0,3.32,29086200,1168280.0,45601.0,1115440.0,0.67
"233740","2019.09.03",6920.0,-75.0,-1.07,29139400,-188239.0,-267084.0,1069840.0,0.63
"233740","2019.09.02",6995.0,305.0,4.56,33319400,2511430.0,-225180.0,1336930.0,0.79
"233740","2019.08.30",6690.0,230.0,3.56,31149300,1388020.0,247543.0,1562110.0,0.91
"233740","2019.08.29",6460.0,-75.0,-1.15,44181700,336572.0,67748.0,1314560.0,0.76
"233740","2019.08.28",6535.0,490.0,8.11,44416900,2670710.0,-49628.0,1246820.0,0.75
"233740","2019.08.27",6045.0,120.0,2.03,26130300,455400.0,932337.0,1296440.0,0.78
"233740","2019.08.26",5925.0,-675.0,-10.23,39643900,-7464630.0,-434426.0,364108.0,0.22
"233740","2019.08.23",6600.0,-100.0,-1.49,23232900,-342341.0,-197492.0,798534.0,0.48
"233740","2019.08.22",6700.0,-125.0,-1.83,24889300,-1023320.0,619017.0,996026.0,0.58
"233740","2019.08.21",6825.0,275.0,4.2,34433500,2455270.0,-438591.0,377009.0,0.22
"233740","2019.08.20",6550.0,330.0,5.31,25973800,3250380.0,-220265.0,815600.0,0.48
"233740","2019.08.19",6220.0,60.0,0.97,17884200,-526874.0,183440.0,1035860.0,0.6
"233740","2019.08.16",6160.0,-60.0,-0.96,20230300,-1817740.0,340558.0,852425.0,0.49
