"TYPE_CODE","DATEON","CLOSING_PRICE","UP_DOWN_PER","VOLUME","VOLUME_AMT"
KOSDAQ,"2001.10.29",640.6,-0.06,344294.0,1429970.0
KOSDAQ,"2001.10.30",617.1,-3.67,372601.0,1646780.0
KOSDAQ,"2001.10.31",625.5,1.36,360554.0,1381940.0
KOSDAQ,"2001.11.01",625.5,0.0,360554.0,1381940.0
KOSDAQ,"2001.11.02",639.3,2.21,465400.0,1726300.0
KOSDAQ,"2001.11.05",653.6,2.24,413910.0,1558810.0
KOSDAQ,"2001.11.06",659.7,0.93,495641.0,1873900.0
KOSDAQ,"2001.11.07",656.6,-0.47,405607.0,1535930.0
KOSDAQ,"2001.11.08",666.1,1.45,370471.0,1477800.0
KOSDAQ,"2001.11.09",671.9,0.87,401057.0,1417960.0
KOSDAQ,"2001.11.12",683.9,1.79,429733.0,1578290.0
KOSDAQ,"2001.11.13",680.1,-0.56,468980.0,1732800.0
KOSDAQ,"2001.11.14",692.0,1.75,507033.0,1906490.0
KOSDAQ,"2001.11.15",683.3,-1.26,552186.0,1936720.0
KOSDAQ,"2001.11.16",685.0,0.25,424966.0,1420840.0
KOSDAQ,"2001.11.19",691.5,0.95,426824.0,1761030.0
KOSDAQ,"2001.11.20",686.8,-0.68,456265.0,1759850.0
KOSDAQ,"2001.11.21",690.3,0.51,443177.0,1582670.0
KOSDAQ,"2001.11.22",696.6,0.91,443688.0,1525600.0
KOSDAQ,"2001.11.23",706.2,1.38,430412.0,1767540.0
KOSDAQ,"2001.11.26",722.8,2.35,416664.0,1794070.0
KOSDAQ,"2001.11.27",722.8,0.0,466659.0,2044550.0
KOSDAQ,"2001.11.28",679.9,-5.94,384087.0,1608690.0
KOSDAQ,"2001.11.29",689.9,1.47,316586.0,1392030.0
KOSDAQ,"2001.11.30",705.2,2.22,355549.0,1447470.0
KOSDAQ,"2001.12.03",710.3,0.72,295782.0,1274070.0
KOSDAQ,"2001.12.04",707.6,-0.38,367285.0,1512150.0
KOSDAQ,"2001.12.05",720.4,1.81,404428.0,1758620.0
KOSDAQ,"2001.12.06",718.9,-0.21,452242.0,1966940.0
KOSDAQ,"2001.12.07",728.2,1.29,429981.0,1991100.0
KOSDAQ,"2001.12.10",727.0,-0.16,415925.0,1976400.0
KOSDAQ,"2001.12.11",723.8,-0.44,420972.0,1866500.0
KOSDAQ,"2001.12.12",747.9,3.33,443975.0,2123750.0
KOSDAQ,"2001.12.13",753.0,0.68,455605.0,2085660.0
KOSDAQ,"2001.12.14",739.4,-1.81,359614.0,1557350.0
KOSDAQ,"2001.12.17",715.1,-3.29,363211.0,1475400.0
KOSDAQ,"2001.12.18",693.5,-3.02,416065.0,1570390.0
KOSDAQ,"2001.12.19",675.9,-2.54,394399.0,1428990.0
KOSDAQ,"2001.12.20",698.4,3.33,335556.0,1212500.0
KOSDAQ,"2001.12.21",684.3,-2.02,331802.0,1166200.0
KOSDAQ,"2001.12.24",684.3,0.0,259195.0,948620.0
KOSDAQ,"2001.12.26",685.4,0.16,268120.0,987276.0
KOSDAQ,"2001.12.27",694.3,1.3,266291.0,955101.0
KOSDAQ,"2001.12.28",722.1,4.0,287027.0,1200970.0
KOSDAQ,"2002.01.02",744.7,3.13,247722.0,999310.0
KOSDAQ,"2002.01.03",744.9,0.03,347167.0,1363560.0
KOSDAQ,"2002.01.04",754.5,1.29,350110.0,1615300.0
KOSDAQ,"2002.01.07",760.9,0.85,308664.0,1329660.0
KOSDAQ,"2002.01.08",753.5,-0.97,333292.0,1478820.0
KOSDAQ,"2002.01.09",761.5,1.06,375061.0,1520580.0
KOSDAQ,"2002.01.10",763.3,0.24,397707.0,1669860.0
KOSDAQ,"2002.01.11",750.2,-1.72,362847.0,1417770.0
KOSDAQ,"2002.01.14",751.1,0.12,337059.0,1223840.0
KOSDAQ,"2002.01.15",731.9,-2.56,344250.0,1291330.0
KOSDAQ,"2002.01.16",729.1,-0.38,354250.0,1468670.0
KOSDAQ,"2002.01.17",722.9,-0.85,338091.0,1318620.0
KOSDAQ,"2002.01.18",720.2,-0.37,312220.0,1260190.0
KOSDAQ,"2002.01.21",729.9,1.35,259710.0,1014650.0
KOSDAQ,"2002.01.22",739.3,1.29,300212.0,1272650.0
KOSDAQ,"2002.01.23",750.3,1.49,304045.0,1362640.0
KOSDAQ,"2002.01.24",750.1,-0.03,384394.0,1694360.0
KOSDAQ,"2002.01.25",764.7,1.95,385486.0,1798610.0
KOSDAQ,"2002.01.28",799.9,4.6,462551.0,2335370.0
KOSDAQ,"2002.01.29",790.9,-1.13,409055.0,1995470.0
KOSDAQ,"2002.01.30",762.0,-3.65,349277.0,1652320.0
KOSDAQ,"2002.01.31",773.6,1.52,417015.0,1743230.0
KOSDAQ,"2002.02.01",759.8,-1.78,403729.0,1635260.0
KOSDAQ,"2002.02.04",742.8,-2.24,340405.0,1263460.0
KOSDAQ,"2002.02.05",743.5,0.09,344581.0,1260160.0
KOSDAQ,"2002.02.06",747.4,0.52,335914.0,1388970.0
KOSDAQ,"2002.02.07",724.5,-3.06,312545.0,1240000.0
KOSDAQ,"2002.02.08",728.8,0.59,246572.0,1027060.0
KOSDAQ,"2002.02.14",751.9,3.17,239485.0,1002100.0
KOSDAQ,"2002.02.15",753.0,0.15,281018.0,1161660.0
KOSDAQ,"2002.02.18",760.5,1.0,261862.0,1178210.0
KOSDAQ,"2002.02.19",758.5,-0.26,288326.0,1368660.0
KOSDAQ,"2002.02.20",756.7,-0.24,291468.0,1269210.0
KOSDAQ,"2002.02.21",763.0,0.83,327723.0,1483830.0
KOSDAQ,"2002.02.22",770.6,1.0,347545.0,1548770.0
KOSDAQ,"2002.02.25",771.1,0.06,307879.0,1371130.0
KOSDAQ,"2002.02.26",770.0,-0.14,340626.0,1457450.0
KOSDAQ,"2002.02.27",775.4,0.7,336799.0,1539460.0
KOSDAQ,"2002.02.28",787.1,1.51,329002.0,1750090.0
KOSDAQ,"2002.03.04",830.4,5.5,433237.0,2441040.0
KOSDAQ,"2002.03.05",836.2,0.7,492056.0,2808220.0
KOSDAQ,"2002.03.06",841.4,0.62,478969.0,2353420.0
KOSDAQ,"2002.03.07",837.3,-0.49,520809.0,2611520.0
KOSDAQ,"2002.03.08",840.9,0.43,408989.0,1931040.0
KOSDAQ,"2002.03.11",865.4,2.91,465373.0,2468310.0
KOSDAQ,"2002.03.12",866.0,0.07,490686.0,2525000.0
KOSDAQ,"2002.03.13",869.6,0.42,488991.0,2372250.0
KOSDAQ,"2002.03.14",874.9,0.61,402672.0,1951870.0
KOSDAQ,"2002.03.15",893.5,2.13,496626.0,2647290.0
KOSDAQ,"2002.03.18",917.8,2.72,549242.0,3139080.0
KOSDAQ,"2002.03.19",925.8,0.87,489197.0,2798010.0
KOSDAQ,"2002.03.20",916.6,-0.99,566588.0,2953130.0
KOSDAQ,"2002.03.21",918.4,0.2,473878.0,2448160.0
KOSDAQ,"2002.03.22",943.0,2.68,558029.0,3083920.0
KOSDAQ,"2002.03.25",936.3,-0.71,505130.0,3032120.0
KOSDAQ,"2002.03.26",925.6,-1.14,478312.0,2558500.0
KOSDAQ,"2002.03.27",931.0,0.58,488316.0,2730180.0
KOSDAQ,"2002.03.28",918.5,-1.34,484442.0,2903280.0
KOSDAQ,"2002.03.29",927.3,0.96,437524.0,2428320.0
KOSDAQ,"2002.04.01",877.0,-5.42,455726.0,2416130.0
KOSDAQ,"2002.04.02",884.2,0.82,431880.0,2274970.0
KOSDAQ,"2002.04.03",878.7,-0.62,439691.0,2324660.0
KOSDAQ,"2002.04.04",882.0,0.38,459858.0,2159540.0
KOSDAQ,"2002.04.08",879.9,-0.24,385751.0,1839780.0
KOSDAQ,"2002.04.09",862.1,-2.02,397132.0,1937580.0
KOSDAQ,"2002.04.10",835.4,-3.1,503034.0,1985120.0
KOSDAQ,"2002.04.11",846.1,1.28,429859.0,1702040.0
KOSDAQ,"2002.04.12",842.4,-0.44,388903.0,1636340.0
KOSDAQ,"2002.04.15",858.2,1.88,365916.0,1657590.0
KOSDAQ,"2002.04.16",865.1,0.8,376471.0,1841950.0
KOSDAQ,"2002.04.17",874.3,1.06,416425.0,2133530.0
KOSDAQ,"2002.04.18",876.8,0.29,367257.0,1858500.0
KOSDAQ,"2002.04.19",858.8,-2.05,366260.0,1632740.0
KOSDAQ,"2002.04.22",824.5,-3.99,347474.0,1668920.0
KOSDAQ,"2002.04.23",810.2,-1.73,300854.0,1521810.0
KOSDAQ,"2002.04.24",794.8,-1.9,313843.0,1437180.0
KOSDAQ,"2002.04.25",757.3,-4.72,282882.0,1234650.0
KOSDAQ,"2002.04.26",767.8,1.39,255697.0,1251650.0
KOSDAQ,"2002.04.29",737.0,-4.01,261130.0,1111130.0
KOSDAQ,"2002.04.30",733.4,-0.49,263060.0,1168480.0
KOSDAQ,"2002.05.02",763.1,4.05,275249.0,1229840.0
KOSDAQ,"2002.05.03",764.8,0.22,304661.0,1250820.0
KOSDAQ,"2002.05.06",755.0,-1.28,260787.0,1108910.0
KOSDAQ,"2002.05.07",748.2,-0.9,297103.0,1288980.0
KOSDAQ,"2002.05.08",767.8,2.62,311275.0,1492400.0
KOSDAQ,"2002.05.09",780.2,1.62,302291.0,1449290.0
KOSDAQ,"2002.05.10",769.9,-1.32,300680.0,1256750.0
KOSDAQ,"2002.05.13",766.3,-0.47,281885.0,1113980.0
KOSDAQ,"2002.05.14",766.6,0.04,364812.0,1389050.0
KOSDAQ,"2002.05.15",783.4,2.19,377128.0,1525850.0
KOSDAQ,"2002.05.16",779.9,-0.45,325284.0,1339490.0
KOSDAQ,"2002.05.17",794.7,1.9,343948.0,1498420.0
KOSDAQ,"2002.05.20",793.5,-0.15,424249.0,1679350.0
KOSDAQ,"2002.05.21",766.5,-3.4,402361.0,1626310.0
KOSDAQ,"2002.05.22",774.2,1.0,358313.0,1601830.0
KOSDAQ,"2002.05.23",755.3,-2.44,450992.0,1576750.0
KOSDAQ,"2002.05.24",755.7,0.05,342654.0,1417240.0
KOSDAQ,"2002.05.27",743.9,-1.56,322214.0,1244270.0
KOSDAQ,"2002.05.28",740.7,-0.43,335266.0,1147910.0
KOSDAQ,"2002.05.29",724.7,-2.16,303681.0,1031760.0
KOSDAQ,"2002.05.30",703.8,-2.88,286619.0,1073200.0
KOSDAQ,"2002.05.31",697.8,-0.85,266763.0,1198240.0
KOSDAQ,"2002.06.03",698.0,0.03,255496.0,958254.0
KOSDAQ,"2002.06.04",698.8,0.11,270543.0,962272.0
KOSDAQ,"2002.06.05",710.5,1.67,247162.0,975220.0
KOSDAQ,"2002.06.07",697.2,-1.87,214930.0,825966.0
KOSDAQ,"2002.06.10",712.5,2.19,210961.0,787672.0
KOSDAQ,"2002.06.11",713.6,0.15,236883.0,829659.0
KOSDAQ,"2002.06.12",724.0,1.46,243570.0,870070.0
KOSDAQ,"2002.06.14",715.5,-1.17,209138.0,829238.0
KOSDAQ,"2002.06.17",704.6,-1.52,188596.0,736636.0
KOSDAQ,"2002.06.18",701.8,-0.4,230419.0,999692.0
KOSDAQ,"2002.06.19",662.6,-5.59,238282.0,838079.0
KOSDAQ,"2002.06.20",657.7,-0.74,193067.0,718979.0
KOSDAQ,"2002.06.21",658.1,0.06,198181.0,650166.0
KOSDAQ,"2002.06.24",639.1,-2.89,208446.0,684816.0
KOSDAQ,"2002.06.25",618.8,-3.18,206764.0,700363.0
KOSDAQ,"2002.06.26",566.3,-8.48,185517.0,605330.0
KOSDAQ,"2002.06.27",572.3,1.06,252069.0,763493.0
KOSDAQ,"2002.06.28",608.5,6.33,268651.0,848203.0
KOSDAQ,"2002.07.02",610.5,0.33,242243.0,735598.0
KOSDAQ,"2002.07.03",621.5,1.8,264367.0,888968.0
KOSDAQ,"2002.07.04",637.1,2.51,294443.0,1032670.0
KOSDAQ,"2002.07.05",649.8,1.99,366129.0,1135050.0
KOSDAQ,"2002.07.08",652.9,0.48,369032.0,1241810.0
KOSDAQ,"2002.07.09",669.1,2.48,361837.0,1247530.0
KOSDAQ,"2002.07.10",674.5,0.81,435771.0,1410240.0
KOSDAQ,"2002.07.11",656.2,-2.71,452565.0,1376520.0
KOSDAQ,"2002.07.12",668.2,1.83,367470.0,1118990.0
KOSDAQ,"2002.07.15",657.4,-1.62,403420.0,1153490.0
KOSDAQ,"2002.07.16",642.2,-2.31,336821.0,1007870.0
KOSDAQ,"2002.07.18",644.7,0.39,289145.0,928052.0
KOSDAQ,"2002.07.19",631.4,-2.06,294512.0,819745.0
KOSDAQ,"2002.07.22",592.8,-6.11,289908.0,782257.0
KOSDAQ,"2002.07.23",616.1,3.93,328541.0,1012190.0
KOSDAQ,"2002.07.24",595.4,-3.36,276934.0,844649.0
KOSDAQ,"2002.07.25",602.3,1.16,266177.0,839348.0
KOSDAQ,"2002.07.26",583.3,-3.15,281557.0,784706.0
KOSDAQ,"2002.07.29",575.4,-1.35,238659.0,759851.0
KOSDAQ,"2002.07.30",591.6,2.82,287636.0,916732.0
KOSDAQ,"2002.07.31",586.2,-0.91,236019.0,709917.0
KOSDAQ,"2002.08.01",584.2,-0.34,257641.0,772813.0
KOSDAQ,"2002.08.02",576.0,-1.4,204399.0,645338.0
KOSDAQ,"2002.08.05",552.4,-4.1,188324.0,576685.0
KOSDAQ,"2002.08.06",544.3,-1.47,263502.0,811883.0
KOSDAQ,"2002.08.07",553.4,1.67,313949.0,925884.0
KOSDAQ,"2002.08.08",564.7,2.04,247440.0,724924.0
KOSDAQ,"2002.08.09",562.3,-0.43,312007.0,835480.0
KOSDAQ,"2002.08.12",566.9,0.82,277093.0,731033.0
KOSDAQ,"2002.08.13",579.1,2.15,349207.0,923093.0
KOSDAQ,"2002.08.14",579.4,0.05,356880.0,1074280.0
KOSDAQ,"2002.08.16",582.0,0.45,327701.0,1040180.0
KOSDAQ,"2002.08.19",583.4,0.24,275110.0,870293.0
KOSDAQ,"2002.08.20",591.5,1.39,320702.0,1039620.0
KOSDAQ,"2002.08.21",595.4,0.66,290528.0,906619.0
KOSDAQ,"2002.08.22",600.1,0.79,350043.0,1167310.0
KOSDAQ,"2002.08.23",598.5,-0.27,314522.0,1132820.0
KOSDAQ,"2002.08.26",594.0,-0.75,225152.0,774861.0
KOSDAQ,"2002.08.27",591.8,-0.37,254990.0,827608.0
KOSDAQ,"2002.08.28",586.5,-0.9,280885.0,897563.0
KOSDAQ,"2002.08.29",584.4,-0.36,249000.0,757875.0
KOSDAQ,"2002.08.30",591.1,1.15,275833.0,871196.0
KOSDAQ,"2002.09.02",595.4,0.73,261552.0,766259.0
KOSDAQ,"2002.09.03",590.1,-0.89,274927.0,840292.0
KOSDAQ,"2002.09.04",581.0,-1.54,274237.0,776613.0
KOSDAQ,"2002.09.05",580.6,-0.07,280690.0,813171.0
KOSDAQ,"2002.09.06",562.2,-3.17,258449.0,748325.0
KOSDAQ,"2002.09.09",536.6,-4.55,281935.0,793124.0
KOSDAQ,"2002.09.10",542.4,1.08,272852.0,728385.0
KOSDAQ,"2002.09.11",549.0,1.22,287047.0,741570.0
KOSDAQ,"2002.09.12",552.7,0.67,265061.0,670899.0
KOSDAQ,"2002.09.13",542.8,-1.79,210924.0,595735.0
KOSDAQ,"2002.09.16",534.5,-1.53,210511.0,551412.0
KOSDAQ,"2002.09.17",552.2,3.31,238327.0,684014.0
KOSDAQ,"2002.09.18",537.8,-2.61,207966.0,581999.0
KOSDAQ,"2002.09.19",536.8,-0.19,165335.0,500155.0
KOSDAQ,"2002.09.23",518.3,-3.45,187506.0,474135.0
KOSDAQ,"2002.09.24",504.1,-2.74,242488.0,619738.0
KOSDAQ,"2002.09.25",487.9,-3.21,231045.0,611447.0
KOSDAQ,"2002.09.26",486.3,-0.33,219992.0,574931.0
KOSDAQ,"2002.09.27",485.2,-0.23,195470.0,471794.0
KOSDAQ,"2002.09.30",467.1,-3.73,181450.0,401507.0
KOSDAQ,"2002.10.01",475.3,1.76,193588.0,454242.0
KOSDAQ,"2002.10.02",475.1,-0.04,206133.0,499942.0
KOSDAQ,"2002.10.04",480.2,1.07,163525.0,409544.0
KOSDAQ,"2002.10.07",468.0,-2.54,161279.0,377919.0
KOSDAQ,"2002.10.08",470.8,0.6,221221.0,531085.0
KOSDAQ,"2002.10.09",458.3,-2.66,226177.0,548671.0
KOSDAQ,"2002.10.10",437.4,-4.56,208823.0,546938.0
KOSDAQ,"2002.10.11",436.7,-0.16,220483.0,632519.0
KOSDAQ,"2002.10.14",458.5,4.99,256203.0,705742.0
KOSDAQ,"2002.10.15",473.7,3.32,350676.0,1007640.0
KOSDAQ,"2002.10.16",474.8,0.23,295838.0,853593.0
KOSDAQ,"2002.10.17",484.3,2.0,323507.0,937730.0
KOSDAQ,"2002.10.18",502.1,3.68,404151.0,1164090.0
KOSDAQ,"2002.10.21",486.6,-3.09,269337.0,837177.0
KOSDAQ,"2002.10.22",476.4,-2.1,279862.0,971322.0
KOSDAQ,"2002.10.23",487.5,2.33,302796.0,849439.0
KOSDAQ,"2002.10.24",479.2,-1.7,294284.0,802581.0
KOSDAQ,"2002.10.25",478.6,-0.13,258696.0,663682.0
KOSDAQ,"2002.10.28",493.7,3.16,311250.0,819767.0
KOSDAQ,"2002.10.29",492.0,-0.34,293334.0,826868.0
KOSDAQ,"2002.10.30",482.8,-1.87,293576.0,792930.0
KOSDAQ,"2002.10.31",480.5,-0.48,270693.0,778981.0
KOSDAQ,"2002.11.01",476.4,-0.85,263373.0,697537.0
KOSDAQ,"2002.11.04",481.8,1.13,238627.0,627311.0
KOSDAQ,"2002.11.05",480.1,-0.35,312923.0,858754.0
KOSDAQ,"2002.11.06",489.5,1.96,319430.0,953912.0
KOSDAQ,"2002.11.07",486.6,-0.59,302318.0,992475.0
KOSDAQ,"2002.11.08",483.9,-0.55,263221.0,936837.0
KOSDAQ,"2002.11.11",474.6,-1.92,246691.0,828453.0
KOSDAQ,"2002.11.12",471.6,-0.63,271272.0,788153.0
KOSDAQ,"2002.11.13",470.3,-0.28,322688.0,845824.0
KOSDAQ,"2002.11.14",470.5,0.04,278625.0,777825.0
KOSDAQ,"2002.11.15",480.1,2.04,276172.0,862475.0
KOSDAQ,"2002.11.18",477.8,-0.48,274474.0,803402.0
KOSDAQ,"2002.11.19",478.9,0.23,273213.0,750487.0
KOSDAQ,"2002.11.20",480.1,0.25,270215.0,947528.0
KOSDAQ,"2002.11.21",480.7,0.12,254932.0,896085.0
KOSDAQ,"2002.11.22",484.6,0.81,289007.0,967906.0
KOSDAQ,"2002.11.25",491.5,1.42,252188.0,772223.0
KOSDAQ,"2002.11.26",493.2,0.35,284146.0,869626.0
KOSDAQ,"2002.11.27",503.8,2.15,342430.0,979937.0
KOSDAQ,"2002.11.28",510.6,1.35,349550.0,1051730.0
KOSDAQ,"2002.11.29",519.0,1.65,319550.0,962813.0
KOSDAQ,"2002.12.02",529.5,2.02,319129.0,1051080.0
KOSDAQ,"2002.12.03",537.8,1.57,393445.0,1180710.0
KOSDAQ,"2002.12.04",517.3,-3.81,381173.0,1008940.0
KOSDAQ,"2002.12.05",528.7,2.2,400403.0,1104010.0
KOSDAQ,"2002.12.06",532.5,0.72,459741.0,1186380.0
KOSDAQ,"2002.12.09",529.8,-0.51,499345.0,1183500.0
KOSDAQ,"2002.12.10",525.7,-0.77,478252.0,1069020.0
KOSDAQ,"2002.12.11",526.0,0.06,502217.0,1277670.0
KOSDAQ,"2002.12.12",533.8,1.48,406578.0,1136340.0
KOSDAQ,"2002.12.13",535.4,0.3,373133.0,1074830.0
KOSDAQ,"2002.12.16",522.5,-2.41,345943.0,1010010.0
KOSDAQ,"2002.12.17",527.2,0.9,436830.0,1122830.0
KOSDAQ,"2002.12.18",524.3,-0.55,373615.0,1005500.0
KOSDAQ,"2002.12.20",517.6,-1.28,346701.0,863120.0
KOSDAQ,"2002.12.23",491.4,-5.06,346353.0,925312.0
KOSDAQ,"2002.12.24",480.3,-2.26,327713.0,846455.0
KOSDAQ,"2002.12.26",473.2,-1.48,272467.0,716137.0
KOSDAQ,"2002.12.27",462.8,-2.2,263612.0,620998.0
KOSDAQ,"2002.12.30",443.6,-4.15,248074.0,650111.0
KOSDAQ,"2003.01.02",466.0,5.05,246620.0,684941.0
KOSDAQ,"2003.01.03",483.4,3.73,341822.0,960880.0
KOSDAQ,"2003.01.06",487.3,0.81,322699.0,1002420.0
KOSDAQ,"2003.01.07",476.8,-2.15,378405.0,1182900.0
KOSDAQ,"2003.01.08",481.6,1.01,357180.0,1112980.0
KOSDAQ,"2003.01.09",480.6,-0.21,366941.0,1151930.0
KOSDAQ,"2003.01.10",470.0,-2.21,508436.0,1649120.0
KOSDAQ,"2003.01.13",485.5,3.3,354641.0,1135590.0
KOSDAQ,"2003.01.14",488.5,0.62,407480.0,1358150.0
KOSDAQ,"2003.01.15",488.1,-0.08,385126.0,1108310.0
KOSDAQ,"2003.01.16",485.5,-0.53,352520.0,1016930.0
KOSDAQ,"2003.01.17",478.5,-1.44,379470.0,978381.0
KOSDAQ,"2003.01.20",473.3,-1.09,320474.0,730854.0
KOSDAQ,"2003.01.21",467.5,-1.23,385449.0,883625.0
KOSDAQ,"2003.01.22",455.5,-2.57,376479.0,857080.0
KOSDAQ,"2003.01.23",457.8,0.5,336223.0,873983.0
KOSDAQ,"2003.01.24",442.6,-3.32,390088.0,911347.0
KOSDAQ,"2003.01.27",434.0,-1.94,290213.0,682846.0
KOSDAQ,"2003.01.28",437.5,0.81,311571.0,773819.0
KOSDAQ,"2003.01.29",425.2,-2.81,301064.0,770398.0
KOSDAQ,"2003.01.30",433.9,2.05,251792.0,594642.0
KOSDAQ,"2003.02.03",441.0,1.64,278084.0,651935.0
KOSDAQ,"2003.02.04",443.2,0.5,300696.0,734544.0
KOSDAQ,"2003.02.05",441.0,-0.5,299054.0,691027.0
KOSDAQ,"2003.02.06",435.4,-1.27,307636.0,763040.0
KOSDAQ,"2003.02.07",427.7,-1.77,286805.0,705462.0
