"TYPE_CODE","DATEON","CLOSING_PRICE","UP_DOWN_PER","VOLUME","VOLUME_AMT"
KOSDAQ,"2019.07.01",696.0,0.79,724412.0,5096420.0
KOSDAQ,"2019.07.02",696.25,0.04,685752.0,3998610.0
KOSDAQ,"2019.07.03",693.04,-0.46,662714.0,3919280.0
KOSDAQ,"2019.07.04",691.27,-0.26,752767.0,4076620.0
KOSDAQ,"2019.07.05",694.17,0.42,720411.0,3998050.0
KOSDAQ,"2019.07.08",668.72,-3.67,754947.0,4192800.0
KOSDAQ,"2019.07.09",657.8,-1.63,866024.0,4057740.0
KOSDAQ,"2019.07.10",666.9,1.38,761788.0,3791060.0
KOSDAQ,"2019.07.11",677.09,1.53,775167.0,4077290.0
KOSDAQ,"2019.07.12",681.17,0.6,725252.0,4079420.0
KOSDAQ,"2019.07.15",674.79,-0.94,705069.0,4146100.0
KOSDAQ,"2019.07.16",674.42,-0.05,811124.0,4528510.0
KOSDAQ,"2019.07.17",666.28,-1.21,887319.0,4149080.0
KOSDAQ,"2019.07.18",665.15,-0.17,824342.0,4207090.0
KOSDAQ,"2019.07.19",674.06,1.34,743055.0,3886500.0
KOSDAQ,"2019.07.22",674.78,0.11,634148.0,3312900.0
KOSDAQ,"2019.07.23",668.65,-0.91,884196.0,4534090.0
KOSDAQ,"2019.07.24",659.83,-1.32,955261.0,4915980.0
KOSDAQ,"2019.07.25",652.4,-1.13,856206.0,4105780.0
KOSDAQ,"2019.07.26",644.59,-1.2,870552.0,3896380.0
KOSDAQ,"2019.07.29",618.78,-4.0,795264.0,3783790.0
KOSDAQ,"2019.07.30",625.64,1.11,716177.0,3566190.0
KOSDAQ,"2019.07.31",630.18,0.73,770559.0,4228760.0
KOSDAQ,"2019.08.01",622.26,-1.26,694237.0,4161130.0
KOSDAQ,"2019.08.02",615.7,-1.05,601247.0,3703940.0
KOSDAQ,"2019.08.05",569.79,-7.46,821183.0,4773100.0
KOSDAQ,"2019.08.06",551.5,-3.21,973681.0,5611500.0
KOSDAQ,"2019.08.07",564.64,2.38,835978.0,4843610.0
KOSDAQ,"2019.08.08",585.44,3.68,929189.0,4831850.0
KOSDAQ,"2019.08.09",590.04,0.79,690855.0,4157330.0
KOSDAQ,"2019.08.12",594.17,0.7,707419.0,3440960.0
KOSDAQ,"2019.08.13",590.75,-0.58,755896.0,3792000.0
KOSDAQ,"2019.08.14",597.15,1.08,793565.0,4105970.0
KOSDAQ,"2019.08.16",591.57,-0.93,684048.0,3767530.0
KOSDAQ,"2019.08.19",594.65,0.52,706961.0,3393080.0
KOSDAQ,"2019.08.20",607.01,2.08,914620.0,3639420.0
KOSDAQ,"2019.08.21",615.96,1.47,821038.0,3531840.0
KOSDAQ,"2019.08.22",612.25,-0.6,850917.0,3931120.0
KOSDAQ,"2019.08.23",608.98,-0.53,706441.0,3806200.0
KOSDAQ,"2019.08.26",582.91,-4.28,711378.0,3917960.0
KOSDAQ,"2019.08.27",588.32,0.93,651146.0,3241330.0
KOSDAQ,"2019.08.28",602.9,2.48,698491.0,3908020.0
KOSDAQ,"2019.08.29",599.57,-0.55,681486.0,3605900.0
KOSDAQ,"2019.08.30",610.55,1.83,787576.0,3705440.0
KOSDAQ,"2019.09.02",619.81,1.52,683774.0,3577060.0
KOSDAQ,"2019.09.03",620.02,0.03,777379.0,3728690.0
KOSDAQ,"2019.09.04",629.31,1.5,792568.0,3955110.0
KOSDAQ,"2019.09.05",632.99,0.58,948696.0,5023660.0
KOSDAQ,"2019.09.06",631.15,-0.29,882307.0,4481750.0
KOSDAQ,"2019.09.09",625.77,-0.85,709696.0,3850360.0
KOSDAQ,"2019.09.10",623.25,-0.4,830373.0,3762020.0
KOSDAQ,"2019.09.11",630.37,1.14,718202.0,3720940.0
KOSDAQ,"2019.09.16",638.59,1.3,622054.0,3220460.0
KOSDAQ,"2019.09.17",644.28,0.89,823507.0,4139540.0
KOSDAQ,"2019.09.18",645.12,0.13,909109.0,4459120.0
KOSDAQ,"2019.09.19",645.71,0.09,867284.0,4008540.0
KOSDAQ,"2019.09.20",649.07,0.52,844700.0,4340360.0
KOSDAQ,"2019.09.23",645.01,-0.63,747643.0,3397870.0
KOSDAQ,"2019.09.24",641.85,-0.49,778008.0,3765460.0
KOSDAQ,"2019.09.25",626.76,-2.35,987731.0,4561730.0
KOSDAQ,"2019.09.26",628.42,0.26,838492.0,4566640.0
KOSDAQ,"2019.09.27",626.93,-0.24,724108.0,3402630.0
KOSDAQ,"2019.09.30",621.76,-0.82,745973.0,3606630.0
KOSDAQ,"2019.10.01",632.1,1.66,875336.0,4374430.0
KOSDAQ,"2019.10.02",624.51,-1.2,1252780.0,4524330.0
KOSDAQ,"2019.10.04",621.84,-0.43,792984.0,4033260.0
KOSDAQ,"2019.10.07",627.21,0.86,753054.0,4811780.0
KOSDAQ,"2019.10.08",635.41,1.31,864368.0,6110520.0
KOSDAQ,"2019.10.10",634.73,-0.11,715225.0,4376730.0
KOSDAQ,"2019.10.11",632.95,-0.28,767474.0,4681880.0
KOSDAQ,"2019.10.14",641.46,1.34,681422.0,4037160.0
KOSDAQ,"2019.10.15",646.8,0.83,737772.0,4121170.0
KOSDAQ,"2019.10.16",651.96,0.8,860252.0,4633300.0
KOSDAQ,"2019.10.17",649.29,-0.41,1042680.0,5194380.0
KOSDAQ,"2019.10.18",646.69,-0.4,866092.0,4760600.0
KOSDAQ,"2019.10.21",649.18,0.39,767921.0,4694500.0
KOSDAQ,"2019.10.22",655.91,1.04,883770.0,6334000.0
KOSDAQ,"2019.10.23",658.98,0.47,1033680.0,6307180.0
KOSDAQ,"2019.10.24",658.75,-0.03,1073220.0,7963560.0
KOSDAQ,"2019.10.25",652.37,-0.97,1009210.0,7007190.0
KOSDAQ,"2019.10.28",652.42,0.01,933703.0,6476200.0
KOSDAQ,"2019.10.29",658.3,0.9,954715.0,6534640.0
KOSDAQ,"2019.10.30",655.04,-0.5,892700.0,5813810.0
KOSDAQ,"2019.10.31",658.52,0.53,892492.0,5241230.0
KOSDAQ,"2019.11.01",662.34,0.58,820171.0,4734490.0
KOSDAQ,"2019.11.04",668.45,0.92,921194.0,4731440.0
KOSDAQ,"2019.11.05",672.18,0.56,987479.0,6221550.0
KOSDAQ,"2019.11.06",669.68,-0.37,1091280.0,6061620.0
KOSDAQ,"2019.11.07",666.15,-0.53,1026100.0,5679530.0
KOSDAQ,"2019.11.08",664.6,-0.23,952988.0,4475520.0
KOSDAQ,"2019.11.11",661.37,-0.49,922613.0,4160070.0
KOSDAQ,"2019.11.12",665.14,0.57,1081150.0,4618380.0
KOSDAQ,"2019.11.13",661.85,-0.49,1363970.0,4829470.0
KOSDAQ,"2019.11.14",663.31,0.22,1359620.0,5251760.0
KOSDAQ,"2019.11.15",668.51,0.78,1107080.0,5124020.0
KOSDAQ,"2019.11.18",669.34,0.12,1086950.0,5401260.0
KOSDAQ,"2019.11.19",662.53,-1.02,1156560.0,5280500.0
KOSDAQ,"2019.11.20",649.87,-1.91,1289200.0,5928630.0
KOSDAQ,"2019.11.21",635.99,-2.14,1051930.0,5025590.0
KOSDAQ,"2019.11.22",633.92,-0.33,1053040.0,5162170.0
KOSDAQ,"2019.11.25",647.4,2.13,826788.0,4086010.0
KOSDAQ,"2019.11.26",651.59,0.65,868850.0,5091670.0
KOSDAQ,"2019.11.27",647.39,-0.64,859365.0,5153170.0
KOSDAQ,"2019.11.28",640.18,-1.11,882465.0,4265270.0
KOSDAQ,"2019.11.29",632.99,-1.12,940624.0,4319180.0
KOSDAQ,"2019.12.02",634.5,0.24,845648.0,3811690.0
KOSDAQ,"2019.12.03",629.58,-0.78,868945.0,4117050.0
KOSDAQ,"2019.12.04",625.27,-0.68,928166.0,3828570.0
KOSDAQ,"2019.12.05",617.6,-1.23,901705.0,4682210.0
KOSDAQ,"2019.12.06",628.1,1.7,726660.0,4098400.0
KOSDAQ,"2019.12.09",627.86,-0.04,778729.0,4226420.0
KOSDAQ,"2019.12.10",627.11,-0.12,763025.0,3950680.0
KOSDAQ,"2019.12.11",629.13,0.32,817888.0,3952350.0
KOSDAQ,"2019.12.12",636.94,1.24,941202.0,4498910.0
KOSDAQ,"2019.12.13",643.45,1.02,913750.0,4290510.0
KOSDAQ,"2019.12.16",644.44,0.15,794175.0,3748610.0
KOSDAQ,"2019.12.17",650.58,0.95,851063.0,4486600.0
KOSDAQ,"2019.12.18",648.95,-0.25,882121.0,4328540.0
KOSDAQ,"2019.12.19",647.85,-0.17,808153.0,3734440.0
KOSDAQ,"2019.12.20",649.73,0.29,944573.0,4198110.0
KOSDAQ,"2019.12.23",647.62,-0.32,725861.0,3968730.0
KOSDAQ,"2019.12.24",638.91,-1.34,763092.0,3572400.0
KOSDAQ,"2019.12.26",652.07,2.06,921877.0,4352930.0
KOSDAQ,"2019.12.27",661.24,1.41,807711.0,4312640.0
KOSDAQ,"2019.12.30",669.83,1.3,789329.0,3799410.0
KOSDAQ,"2020.01.02",674.02,0.63,783730.0,4476500.0
KOSDAQ,"2020.01.03",669.93,-0.61,903858.0,5540090.0
KOSDAQ,"2020.01.06",655.31,-2.18,884278.0,4961870.0
KOSDAQ,"2020.01.07",663.44,1.24,970306.0,5302180.0
KOSDAQ,"2020.01.08",640.94,-3.39,1379710.0,7034360.0
KOSDAQ,"2020.01.09",666.09,3.92,980618.0,5261760.0
KOSDAQ,"2020.01.10",673.03,1.04,837389.0,4913660.0
KOSDAQ,"2020.01.13",679.22,0.92,894402.0,4843150.0
KOSDAQ,"2020.01.14",678.71,-0.08,897262.0,5205780.0
KOSDAQ,"2020.01.15",679.16,0.07,908209.0,4233510.0
KOSDAQ,"2020.01.16",686.52,1.08,880290.0,5239370.0
KOSDAQ,"2020.01.17",688.41,0.28,1028710.0,5544310.0
KOSDAQ,"2020.01.20",683.47,-0.72,1019250.0,5916230.0
KOSDAQ,"2020.01.21",676.52,-1.02,1032060.0,5569470.0
KOSDAQ,"2020.01.22",688.25,1.73,1012720.0,4631040.0
KOSDAQ,"2020.01.23",685.57,-0.39,957782.0,5009220.0
KOSDAQ,"2020.01.28",664.7,-3.04,1161220.0,6991100.0
KOSDAQ,"2020.01.29",670.18,0.82,1056860.0,5573600.0
KOSDAQ,"2020.01.30",656.39,-2.06,1213890.0,6228410.0
KOSDAQ,"2020.01.31",642.48,-2.12,1343600.0,6458900.0
KOSDAQ,"2020.02.03",646.85,0.68,1193310.0,6081590.0
KOSDAQ,"2020.02.04",661.24,2.22,938254.0,5073960.0
KOSDAQ,"2020.02.05",661.32,0.01,991276.0,5266750.0
KOSDAQ,"2020.02.06",672.69,1.72,946334.0,4609410.0
KOSDAQ,"2020.02.07",672.63,-0.01,1024740.0,5232690.0
KOSDAQ,"2020.02.10",676.07,0.51,979098.0,4829780.0
KOSDAQ,"2020.02.11",682.34,0.93,1167070.0,5516290.0
KOSDAQ,"2020.02.12",686.59,0.62,1333840.0,6045970.0
KOSDAQ,"2020.02.13",687.61,0.15,1345100.0,6993820.0
KOSDAQ,"2020.02.14",688.91,0.19,1499190.0,7351630.0
KOSDAQ,"2020.02.17",692.59,0.53,1524920.0,6524740.0
KOSDAQ,"2020.02.18",682.92,-1.4,1781020.0,7509560.0
KOSDAQ,"2020.02.19",684.78,0.27,1604890.0,7629860.0
KOSDAQ,"2020.02.20",681.66,-0.46,1464810.0,8799120.0
KOSDAQ,"2020.02.21",667.99,-2.01,1427550.0,8134690.0
KOSDAQ,"2020.02.24",639.29,-4.3,1476930.0,8178360.0
KOSDAQ,"2020.02.25",656.95,2.76,1212530.0,6189110.0
KOSDAQ,"2020.02.26",654.63,-0.35,1137060.0,6137280.0
KOSDAQ,"2020.02.27",638.17,-2.51,1231800.0,7715980.0
KOSDAQ,"2020.02.28",610.73,-4.3,1389630.0,8020420.0
KOSDAQ,"2020.03.02",627.66,2.77,1186850.0,6153920.0
KOSDAQ,"2020.03.03",626.82,-0.13,1232860.0,6053620.0
KOSDAQ,"2020.03.04",641.73,2.38,1097680.0,5660000.0
KOSDAQ,"2020.03.05",650.19,1.32,1077680.0,6397650.0
KOSDAQ,"2020.03.06",642.72,-1.15,1113500.0,7238870.0
KOSDAQ,"2020.03.09",614.6,-4.38,1317500.0,8683420.0
KOSDAQ,"2020.03.10",619.97,0.87,1431030.0,9633330.0
KOSDAQ,"2020.03.11",595.61,-3.93,1570650.0,8354950.0
KOSDAQ,"2020.03.12",563.49,-5.39,1639530.0,8049550.0
KOSDAQ,"2020.03.13",524.0,-7.01,1522370.0,8152010.0
KOSDAQ,"2020.03.16",504.51,-3.72,1201660.0,7219380.0
KOSDAQ,"2020.03.17",514.73,2.03,1367410.0,7993290.0
KOSDAQ,"2020.03.18",485.14,-5.75,1322270.0,7410180.0
KOSDAQ,"2020.03.19",428.35,-11.71,1646250.0,8575180.0
KOSDAQ,"2020.03.20",467.75,9.2,1243150.0,6503970.0
KOSDAQ,"2020.03.23",443.76,-5.13,1086690.0,6163700.0
KOSDAQ,"2020.03.24",480.4,8.26,1143640.0,6742320.0
KOSDAQ,"2020.03.25",505.68,5.26,1441080.0,9686610.0
KOSDAQ,"2020.03.26",516.61,2.16,1649360.0,11902900
KOSDAQ,"2020.03.27",522.83,1.2,1979700.0,14845300
KOSDAQ,"2020.03.30",542.11,3.69,1431990.0,9610630.0
KOSDAQ,"2020.03.31",569.07,4.97,1865420.0,13672000
KOSDAQ,"2020.04.01",551.84,-3.03,1897100.0,13462000
KOSDAQ,"2020.04.02",567.7,2.87,1680260.0,10992100
KOSDAQ,"2020.04.03",573.01,0.94,1374770.0,9453490.0
KOSDAQ,"2020.04.06",597.21,4.22,1526020.0,9876610.0
KOSDAQ,"2020.04.07",606.9,1.62,2108620.0,13276300
KOSDAQ,"2020.04.08",607.37,0.08,2362930.0,12763700
KOSDAQ,"2020.04.09",615.95,1.41,1810580.0,9552050.0
KOSDAQ,"2020.04.10",611.26,-0.76,2001740.0,10153600
KOSDAQ,"2020.04.13",596.71,-2.38,2010350.0,10097000
KOSDAQ,"2020.04.14",610.29,2.28,1600520.0,8357340.0
KOSDAQ,"2020.04.16",623.43,2.15,1368160.0,8217240.0
KOSDAQ,"2020.04.17",634.79,1.82,1640020.0,9115280.0
KOSDAQ,"2020.04.20",637.82,0.48,1571070.0,9532300.0
KOSDAQ,"2020.04.21",628.77,-1.42,2164010.0,12731400
KOSDAQ,"2020.04.22",635.16,1.02,1459270.0,9185270.0
KOSDAQ,"2020.04.23",643.79,1.36,1659300.0,10091700
KOSDAQ,"2020.04.24",632.96,-1.68,1781070.0,8847940.0
KOSDAQ,"2020.04.27",646.86,2.2,1718840.0,7697760.0
KOSDAQ,"2020.04.28",644.93,-0.3,1770730.0,8179500.0
KOSDAQ,"2020.04.29",645.18,0.04,1686250.0,7967210.0
KOSDAQ,"2020.05.04",641.91,-0.51,1279270.0,6695810.0
KOSDAQ,"2020.05.06",658.4,2.57,1506800.0,8491490.0
KOSDAQ,"2020.05.07",668.17,1.48,1744940.0,8831810.0
KOSDAQ,"2020.05.08",682.3,2.11,1683940.0,9622020.0
KOSDAQ,"2020.05.11",685.04,0.4,1538940.0,10447900
KOSDAQ,"2020.05.12",684.21,-0.12,1486570.0,10034700
KOSDAQ,"2020.05.13",691.53,1.07,1510720.0,9717010.0
KOSDAQ,"2020.05.14",690.57,-0.14,1572690.0,13051200
KOSDAQ,"2020.05.15",691.93,0.2,1360020.0,12394000
KOSDAQ,"2020.05.18",690.85,-0.16,1470280.0,10497500
KOSDAQ,"2020.05.19",696.36,0.8,1819080.0,11873300
KOSDAQ,"2020.05.20",708.76,1.78,2068640.0,10475800
KOSDAQ,"2020.05.21",716.02,1.02,1993800.0,11336900
KOSDAQ,"2020.05.22",708.58,-1.04,1696050.0,10791200
KOSDAQ,"2020.05.25",719.89,1.6,1603670.0,9460190.0
KOSDAQ,"2020.05.26",729.11,1.28,1554770.0,10344400
KOSDAQ,"2020.05.27",724.59,-0.62,1571380.0,10577700
KOSDAQ,"2020.05.28",708.75,-2.19,2097280.0,11912400
KOSDAQ,"2020.05.29",713.68,0.7,1472680.0,8503020.0
KOSDAQ,"2020.06.01",735.72,3.09,1275400.0,10325600
KOSDAQ,"2020.06.02",743.58,1.07,1464960.0,10733000
KOSDAQ,"2020.06.03",737.66,-0.8,1482740.0,11559100
KOSDAQ,"2020.06.04",742.37,0.64,1305960.0,9774410.0
KOSDAQ,"2020.06.05",749.31,0.93,1125020.0,8656170.0
KOSDAQ,"2020.06.08",753.04,0.5,1325590.0,9120470.0
KOSDAQ,"2020.06.09",753.82,0.1,1532570.0,10343100
KOSDAQ,"2020.06.10",758.62,0.64,1577270.0,12213300
KOSDAQ,"2020.06.11",757.06,-0.21,1452100.0,13508500
KOSDAQ,"2020.06.12",746.06,-1.45,1324400.0,11700600
KOSDAQ,"2020.06.15",693.15,-7.09,1470730.0,12260600
KOSDAQ,"2020.06.16",735.38,6.09,1320200.0,10669200
KOSDAQ,"2020.06.17",735.4,0.0,1408470.0,10425300
KOSDAQ,"2020.06.18",737.33,0.26,1243960.0,10605900
KOSDAQ,"2020.06.19",742.03,0.64,1529200.0,12365600
KOSDAQ,"2020.06.22",751.64,1.3,1336690.0,10511500
KOSDAQ,"2020.06.23",753.23,0.21,1584470.0,11682600
KOSDAQ,"2020.06.24",759.5,0.83,1333490.0,11763000
KOSDAQ,"2020.06.25",750.36,-1.2,1362070.0,11212800
KOSDAQ,"2020.06.26",750.58,0.03,1522030.0,11787900
KOSDAQ,"2020.06.29",734.69,-2.12,1347220.0,9278720.0
KOSDAQ,"2020.06.30",737.97,0.45,1638600.0,10528700
KOSDAQ,"2020.07.01",727.58,-1.41,1184780.0,8563270.0
KOSDAQ,"2020.07.02",742.55,2.06,1155540.0,7539550.0
KOSDAQ,"2020.07.03",752.18,1.3,1285380.0,10147600
KOSDAQ,"2020.07.06",759.9,1.03,1142170.0,8304840.0
KOSDAQ,"2020.07.07",759.16,-0.1,1290020.0,10083400
KOSDAQ,"2020.07.08",765.96,0.9,1306350.0,10447500
KOSDAQ,"2020.07.09",772.9,0.91,1465600.0,10387800
KOSDAQ,"2020.07.10",772.81,-0.01,1332280.0,12857400
KOSDAQ,"2020.07.13",781.19,1.08,1395980.0,10852700
KOSDAQ,"2020.07.14",778.39,-0.36,1635620.0,12279900
KOSDAQ,"2020.07.15",781.29,0.37,1527810.0,11307500
KOSDAQ,"2020.07.16",775.07,-0.8,1631140.0,11153400
KOSDAQ,"2020.07.17",783.22,1.05,1365420.0,8583000.0
KOSDAQ,"2020.07.20",781.96,-0.16,1399220.0,9279620.0
KOSDAQ,"2020.07.21",790.58,1.1,1500350.0,10341700
KOSDAQ,"2020.07.22",794.99,0.56,1476960.0,11376200
KOSDAQ,"2020.07.23",801.69,0.84,1384210.0,13661400
KOSDAQ,"2020.07.24",794.8,-0.86,1455340.0,12472600
KOSDAQ,"2020.07.27",801.23,0.81,1293550.0,10426700
KOSDAQ,"2020.07.28",807.85,0.83,1547330.0,11968100
KOSDAQ,"2020.07.29",808.59,0.09,1181620.0,10594900
KOSDAQ,"2020.07.30",814.19,0.69,1301900.0,13271100
KOSDAQ,"2020.07.31",815.3,0.14,1357350.0,13058900
KOSDAQ,"2020.08.03",827.57,1.5,1522750.0,14513000
KOSDAQ,"2020.08.04",835.35,0.94,1509120.0,13940200
KOSDAQ,"2020.08.05",847.28,1.43,1521800.0,12744700
KOSDAQ,"2020.08.06",854.12,0.81,1498960.0,14220400
KOSDAQ,"2020.08.07",857.63,0.41,1397200.0,14575000
KOSDAQ,"2020.08.10",862.76,0.6,1464020.0,12626000
KOSDAQ,"2020.08.11",860.23,-0.29,1532480.0,13343000
KOSDAQ,"2020.08.12",845.6,-1.7,1674530.0,14357700
KOSDAQ,"2020.08.13",854.77,1.08,1811110.0,14868700
KOSDAQ,"2020.08.14",835.03,-2.31,1732240.0,13842600
KOSDAQ,"2020.08.18",800.22,-4.17,1897400.0,15861800
KOSDAQ,"2020.08.19",818.74,2.31,1601780.0,14760500
KOSDAQ,"2020.08.20",791.14,-3.37,1813140.0,15394000
KOSDAQ,"2020.08.21",796.01,0.62,1658740.0,14078900
KOSDAQ,"2020.08.24",815.74,2.48,1521280.0,12997600
KOSDAQ,"2020.08.25",836.31,2.52,1605320.0,14241900
KOSDAQ,"2020.08.26",841.35,0.6,2152210.0,17370400
KOSDAQ,"2020.08.27",836.4,-0.59,2951680.0,20848700
KOSDAQ,"2020.08.28",841.3,0.59,2111380.0,16800900
KOSDAQ,"2020.08.31",848.24,0.82,1890070.0,14737500
KOSDAQ,"2020.09.01",853.37,0.6,1843910.0,12734800
KOSDAQ,"2020.09.02",866.74,1.57,1843230.0,14343100
KOSDAQ,"2020.09.03",874.13,0.85,1763490.0,14026000
KOSDAQ,"2020.09.04",866.04,-0.93,1730690.0,14668100
KOSDAQ,"2020.09.07",878.88,1.48,1884730.0,16014600
KOSDAQ,"2020.09.08",878.29,-0.07,2517940.0,19644700
KOSDAQ,"2020.09.09",869.47,-1.0,2367820.0,16431500
KOSDAQ,"2020.09.10",884.3,1.71,1990690.0,14651200
KOSDAQ,"2020.09.11",888.44,0.47,1994170.0,14400400
KOSDAQ,"2020.09.14",894.17,0.64,1699500.0,13528200
KOSDAQ,"2020.09.15",899.46,0.59,2098770.0,15836900
KOSDAQ,"2020.09.16",896.28,-0.35,2410950.0,16004000
KOSDAQ,"2020.09.17",885.18,-1.24,2286210.0,14316900
KOSDAQ,"2020.09.18",888.88,0.42,1768420.0,12674500
KOSDAQ,"2020.09.21",866.99,-2.46,1965200.0,13745300
KOSDAQ,"2020.09.22",842.72,-2.8,1973660.0,12318700
KOSDAQ,"2020.09.23",843.45,0.09,2246110.0,13123000
KOSDAQ,"2020.09.24",806.95,-4.33,2196880.0,15462900
KOSDAQ,"2020.09.25",808.28,0.16,2212040.0,13310000
KOSDAQ,"2020.09.28",835.91,3.42,1938340.0,11134000
KOSDAQ,"2020.09.29",848.15,1.46,2084770.0,11430800
KOSDAQ,"2020.10.05",858.39,1.21,1675260.0,9951690.0
KOSDAQ,"2020.10.06",862.58,0.49,1981910.0,10972300
KOSDAQ,"2020.10.07",869.66,0.82,2013040.0,10601100
KOSDAQ,"2020.10.08",871.62,0.23,1994290.0,12138300
KOSDAQ,"2020.10.12",873.5,0.22,2009370.0,11751800
KOSDAQ,"2020.10.13",871.92,-0.18,2277900.0,14295500
KOSDAQ,"2020.10.14",861.48,-1.2,2373270.0,12910800
KOSDAQ,"2020.10.15",844.44,-1.98,2238670.0,12500100
KOSDAQ,"2020.10.16",833.84,-1.26,2275830.0,10675800
KOSDAQ,"2020.10.19",822.25,-1.39,1701660.0,8516310.0
KOSDAQ,"2020.10.20",824.65,0.29,1664940.0,10171900
KOSDAQ,"2020.10.21",830.67,0.73,1492450.0,8700880.0
KOSDAQ,"2020.10.22",812.7,-2.16,1734930.0,9569520.0
KOSDAQ,"2020.10.23",807.98,-0.58,1613360.0,8366880.0
KOSDAQ,"2020.10.26",778.02,-3.71,1634350.0,8397440.0
KOSDAQ,"2020.10.27",783.73,0.73,2056530.0,9246700.0
KOSDAQ,"2020.10.28",806.2,2.87,2049760.0,7888730.0
KOSDAQ,"2020.10.29",813.93,0.96,1942540.0,8292420.0
KOSDAQ,"2020.10.30",792.65,-2.61,1880460.0,8550020.0
KOSDAQ,"2020.11.02",802.95,1.3,1537120.0,6627150.0
KOSDAQ,"2020.11.03",818.46,1.93,1672270.0,8746150.0
KOSDAQ,"2020.11.04",826.97,1.04,1804690.0,10837000
KOSDAQ,"2020.11.05",844.8,2.16,1660810.0,9827780.0
KOSDAQ,"2020.11.06",836.78,-0.95,1923200.0,13035100
KOSDAQ,"2020.11.09",851.21,1.72,1735440.0,9931000.0
KOSDAQ,"2020.11.10",840.79,-1.22,1815650.0,11637100
KOSDAQ,"2020.11.11",839.9,-0.11,2281170.0,14066200
KOSDAQ,"2020.11.12",840.08,0.02,2068890.0,11004800
KOSDAQ,"2020.11.13",839.14,-0.11,1878620.0,11733200
KOSDAQ,"2020.11.16",847.33,0.98,1619880.0,10255800
KOSDAQ,"2020.11.17",839.47,-0.93,1789490.0,13642000
KOSDAQ,"2020.11.18",851.74,1.46,2330370.0,14023700
KOSDAQ,"2020.11.19",859.94,0.96,2249200.0,14795400
KOSDAQ,"2020.11.20",870.18,1.19,2148980.0,13486900
KOSDAQ,"2020.11.23",873.29,0.36,2118840.0,12853800
KOSDAQ,"2020.11.24",872.1,-0.14,3185110.0,14902000
KOSDAQ,"2020.11.25",865.12,-0.8,2494370.0,18099500
KOSDAQ,"2020.11.26",874.53,1.09,1917340.0,14581000
KOSDAQ,"2020.11.27",885.56,1.26,1829520.0,12257400
KOSDAQ,"2020.11.30",886.11,0.06,1738040.0,12153800
KOSDAQ,"2020.12.01",891.29,0.58,2133270.0,12060700
KOSDAQ,"2020.12.02",899.34,0.9,1890610.0,13100900
KOSDAQ,"2020.12.03",907.61,0.92,2361180.0,16430100
KOSDAQ,"2020.12.04",913.76,0.68,2167590.0,16022500
KOSDAQ,"2020.12.07",926.88,1.44,2240530.0,15665400
KOSDAQ,"2020.12.08",906.84,-2.16,2601250.0,18790800
KOSDAQ,"2020.12.09",913.81,0.77,2695660.0,15615500
KOSDAQ,"2020.12.10",921.7,0.86,2666890.0,14252700
KOSDAQ,"2020.12.11",928.44,0.73,1913760.0,12775700
KOSDAQ,"2020.12.14",929.54,0.12,1610590.0,14468200
KOSDAQ,"2020.12.15",931.27,0.19,2100830.0,15788400
KOSDAQ,"2020.12.16",939.65,0.9,1998310.0,15564400
KOSDAQ,"2020.12.17",944.04,0.47,2650700.0,16016000
KOSDAQ,"2020.12.18",947.24,0.34,2114840.0,14532800
KOSDAQ,"2020.12.21",953.58,0.67,1926450.0,16060500
KOSDAQ,"2020.12.22",928.73,-2.61,1856460.0,16455900
KOSDAQ,"2020.12.23",923.17,-0.6,1924140.0,17289400
KOSDAQ,"2020.12.24",928.68,0.6,1724760.0,14369100
KOSDAQ,"2020.12.28",927.0,-0.18,1642280.0,16901700
KOSDAQ,"2020.12.29",957.41,3.28,1510810.0,15406700
KOSDAQ,"2020.12.30",968.42,1.15,1638730.0,16629400
KOSDAQ,"2021.01.04",977.62,0.95,1697120.0,16878600
KOSDAQ,"2021.01.05",985.76,0.83,1808190.0,18692400
KOSDAQ,"2021.01.06",981.39,-0.44,1980420.0,17521700
KOSDAQ,"2021.01.07",988.86,0.76,2256780.0,18206000
KOSDAQ,"2021.01.08",987.79,-0.11,2557360.0,20362400
KOSDAQ,"2021.01.11",976.63,-1.13,2201090.0,20404900
KOSDAQ,"2021.01.12",973.72,-0.3,1741980.0,13948900
KOSDAQ,"2021.01.13",979.13,0.56,1635160.0,13080300
KOSDAQ,"2021.01.14",980.29,0.12,1736170.0,13926000
KOSDAQ,"2021.01.15",964.44,-1.62,1844770.0,14722900
KOSDAQ,"2021.01.18",944.67,-2.05,2040500.0,13833900
KOSDAQ,"2021.01.19",957.75,1.38,2107760.0,13405300
KOSDAQ,"2021.01.20",977.66,2.08,2441710.0,14524300
KOSDAQ,"2021.01.21",981.4,0.38,1995070.0,13845500
KOSDAQ,"2021.01.22",979.98,-0.14,2288180.0,15030900
KOSDAQ,"2021.01.25",999.3,1.97,1850120.0,13779100
KOSDAQ,"2021.01.26",994.0,-0.53,2651490.0,16664900
KOSDAQ,"2021.01.27",985.92,-0.81,2857960.0,15052400
KOSDAQ,"2021.01.28",961.23,-2.5,1951600.0,13574700
KOSDAQ,"2021.01.29",928.73,-3.38,2190880.0,14917800
KOSDAQ,"2021.02.01",956.92,3.04,1546510.0,10500400
KOSDAQ,"2021.02.02",963.81,0.72,1957390.0,12015900
